gene	tissue	Gene	CHR	START_POS	END_POS	arm	tissue_locus
ENSG00000259775	Nerve	AL138976.2	14	103798011	103798704	14q32.32	Nerve_14q32.32
ENSG00000259775	Breast	AL138976.2	14	103798011	103798704	14q32.32	Breast_14q32.32
ENSG00000259775	Artery_tib	AL138976.2	14	103798011	103798704	14q32.32	Artery_tib_14q32.32
ENSG00000269940	Muscle_skeletal	AL049840.4	14	104160897	104161507	14q32.33	Muscle_skeletal_14q32.33
ENSG00000269958	Artery_aor	AL049840.5	14	104162690	104163500	14q32.33	Artery_aor_14q32.33
ENSG00000269958	Artery_tib	AL049840.5	14	104162690	104163500	14q32.33	Artery_tib_14q32.33
ENSG00000269958	Colon_transverse	AL049840.5	14	104162690	104163500	14q32.33	Colon_transverse_14q32.33
ENSG00000269958	Colon_sigmoid	AL049840.5	14	104162690	104163500	14q32.33	Colon_sigmoid_14q32.33
ENSG00000269958	Skin_no_sun	AL049840.5	14	104162690	104163500	14q32.33	Skin_no_sun_14q32.33
ENSG00000269958	Esophagus_gast	AL049840.5	14	104162690	104163500	14q32.33	Esophagus_gast_14q32.33
ENSG00000269958	Thyroid	AL049840.5	14	104162690	104163500	14q32.33	Thyroid_14q32.33
ENSG00000269958	Adipose_sub	AL049840.5	14	104162690	104163500	14q32.33	Adipose_sub_14q32.33
ENSG00000269958	Esophagus_mus	AL049840.5	14	104162690	104163500	14q32.33	Esophagus_mus_14q32.33
ENSG00000269958	Ovary	AL049840.5	14	104162690	104163500	14q32.33	Ovary_14q32.33
ENSG00000269958	Whole_blood	AL049840.5	14	104162690	104163500	14q32.33	Whole_blood_14q32.33
ENSG00000270108	Brain_Ant	AL049840.6	14	104153913	104154464	14q32.33	Brain_Ant_14q32.33
ENSG00000270108	Artery_tib	AL049840.6	14	104153913	104154464	14q32.33	Artery_tib_14q32.33
ENSG00000041357	Whole_blood	PSMA4	15	78832747	78844759	15q25.1	Whole_blood_15q25.1
ENSG00000080644	Brain_Cerebellum	CHRNA3	15	78885394	78913637	15q25.1	Brain_Cerebellum_15q25.1
ENSG00000080644	Colon_sigmoid	CHRNA3	15	78885394	78913637	15q25.1	Colon_sigmoid_15q25.1
ENSG00000104055	Colon_transverse	TGM5	15	43524788	43559126	15q15.2	Colon_transverse_15q15.2
ENSG00000136381	Skin_no_sun	IREB2	15	78729773	78793795	15q25.1	Skin_no_sun_15q25.1
ENSG00000136381	Skin_sun	IREB2	15	78729773	78793795	15q25.1	Skin_sun_15q25.1
ENSG00000136383	Heart_Atr	ALPK3	15	85359911	85416713	15q25.3	Heart_Atr_15q25.3
ENSG00000140265	Adipose_vis	ZSCAN29	15	43650370	43663223	15q15.3	Adipose_vis_15q15.3
ENSG00000140265	Liver	ZSCAN29	15	43650370	43663223	15q15.3	Liver_15q15.3
ENSG00000140265	Skin_sun	ZSCAN29	15	43650370	43663223	15q15.3	Skin_sun_15q15.3
ENSG00000140265	Muscle_skeletal	ZSCAN29	15	43650370	43663223	15q15.3	Muscle_skeletal_15q15.3
ENSG00000140265	Thyroid	ZSCAN29	15	43650370	43663223	15q15.3	Thyroid_15q15.3
ENSG00000140265	Colon_sigmoid	ZSCAN29	15	43650370	43663223	15q15.3	Colon_sigmoid_15q15.3
ENSG00000140265	Esophagus_gast	ZSCAN29	15	43650370	43663223	15q15.3	Esophagus_gast_15q15.3
ENSG00000140265	Spleen	ZSCAN29	15	43650370	43663223	15q15.3	Spleen_15q15.3
ENSG00000140265	Pancreas	ZSCAN29	15	43650370	43663223	15q15.3	Pancreas_15q15.3
ENSG00000140521	Artery_aor	POLG	15	89848429	89878092	15q26.1	Artery_aor_15q26.1
ENSG00000140521	Esophagus_mus	POLG	15	89848429	89878092	15q26.1	Esophagus_mus_15q26.1
ENSG00000140564	Esophagus_muc	FURIN	15	91411818	91426688	15q26.1	Esophagus_muc_15q26.1
ENSG00000140564	Artery_aor	FURIN	15	91411818	91426688	15q26.1	Artery_aor_15q26.1
ENSG00000167004	Colon_sigmoid	PDIA3	15	44038608	44065476	15q15.3	Colon_sigmoid_15q15.3
ENSG00000176371	Artery_tib	ZSCAN2	15	85144217	85171027	15q25.2	Artery_tib_15q25.2
ENSG00000176371	Brain_Spi	ZSCAN2	15	85144217	85171027	15q25.2	Brain_Spi_15q25.2
ENSG00000177082	Esophagus_mus	WDR73	15	85182512	85197574	15q25.2	Esophagus_mus_15q25.2
ENSG00000177082	Adipose_sub	WDR73	15	85182512	85197574	15q25.2	Adipose_sub_15q25.2
ENSG00000177082	Brain_Hippo	WDR73	15	85182512	85197574	15q25.2	Brain_Hippo_15q25.2
ENSG00000177082	Spleen	WDR73	15	85182512	85197574	15q25.2	Spleen_15q25.2
ENSG00000177082	Colon_transverse	WDR73	15	85182512	85197574	15q25.2	Colon_transverse_15q25.2
ENSG00000177082	Stomach	WDR73	15	85182512	85197574	15q25.2	Stomach_15q25.2
ENSG00000177082	Heart_Atr	WDR73	15	85182512	85197574	15q25.2	Heart_Atr_15q25.2
ENSG00000177082	Esophagus_gast	WDR73	15	85182512	85197574	15q25.2	Esophagus_gast_15q25.2
ENSG00000177082	Thyroid	WDR73	15	85182512	85197574	15q25.2	Thyroid_15q25.2
ENSG00000177082	Muscle_skeletal	WDR73	15	85182512	85197574	15q25.2	Muscle_skeletal_15q25.2
ENSG00000182511	Pancreas	FES	15	91426925	91439006	15q26.1	Pancreas_15q26.1
ENSG00000182511	Lung	FES	15	91426925	91439006	15q26.1	Lung_15q26.1
ENSG00000182511	Skin_no_sun	FES	15	91426925	91439006	15q26.1	Skin_no_sun_15q26.1
ENSG00000182511	Colon_transverse	FES	15	91426925	91439006	15q26.1	Colon_transverse_15q26.1
ENSG00000182511	Cells_fibroblast	FES	15	91426925	91439006	15q26.1	Cells_fibroblast_15q26.1
ENSG00000182511	Colon_sigmoid	FES	15	91426925	91439006	15q26.1	Colon_sigmoid_15q26.1
ENSG00000182511	Adipose_vis	FES	15	91426925	91439006	15q26.1	Adipose_vis_15q26.1
ENSG00000182511	Skin_sun	FES	15	91426925	91439006	15q26.1	Skin_sun_15q26.1
ENSG00000182511	Artery_cor	FES	15	91426925	91439006	15q26.1	Artery_cor_15q26.1
ENSG00000182774	Brain_Ant	RPS17	15	83205501	83209210	15q25.2	Brain_Ant_15q25.2
ENSG00000182774	Brain_Fro	RPS17	15	83205501	83209210	15q25.2	Brain_Fro_15q25.2
ENSG00000182774	Heart_Atr	RPS17	15	83205501	83209210	15q25.2	Heart_Atr_15q25.2
ENSG00000182774	Colon_transverse	RPS17	15	83205501	83209210	15q25.2	Colon_transverse_15q25.2
ENSG00000182774	Nerve	RPS17	15	83205501	83209210	15q25.2	Nerve_15q25.2
ENSG00000182774	Lung	RPS17	15	83205501	83209210	15q25.2	Lung_15q25.2
ENSG00000182774	Esophagus_muc	RPS17	15	83205501	83209210	15q25.2	Esophagus_muc_15q25.2
ENSG00000182774	Cells_fibroblast	RPS17	15	83205501	83209210	15q25.2	Cells_fibroblast_15q25.2
ENSG00000182774	Artery_aor	RPS17	15	83205501	83209210	15q25.2	Artery_aor_15q25.2
ENSG00000197696	Muscle_skeletal	NMB	15	85198360	85201794	15q25.2	Muscle_skeletal_15q25.2
ENSG00000197696	Adipose_vis	NMB	15	85198360	85201794	15q25.2	Adipose_vis_15q25.2
ENSG00000197696	Colon_transverse	NMB	15	85198360	85201794	15q25.2	Colon_transverse_15q25.2
ENSG00000197696	Thyroid	NMB	15	85198360	85201794	15q25.2	Thyroid_15q25.2
ENSG00000197696	Heart_Left	NMB	15	85198360	85201794	15q25.2	Heart_Left_15q25.2
ENSG00000197696	Cells_fibroblast	NMB	15	85198360	85201794	15q25.2	Cells_fibroblast_15q25.2
ENSG00000197696	Small_intestine	NMB	15	85198360	85201794	15q25.2	Small_intestine_15q25.2
ENSG00000197696	Spleen	NMB	15	85198360	85201794	15q25.2	Spleen_15q25.2
ENSG00000197696	Esophagus_mus	NMB	15	85198360	85201794	15q25.2	Esophagus_mus_15q25.2
ENSG00000197696	Skin_no_sun	NMB	15	85198360	85201794	15q25.2	Skin_no_sun_15q25.2
ENSG00000197696	Pancreas	NMB	15	85198360	85201794	15q25.2	Pancreas_15q25.2
ENSG00000197696	Minor_salivary_gland	NMB	15	85198360	85201794	15q25.2	Minor_salivary_gland_15q25.2
ENSG00000197696	Stomach	NMB	15	85198360	85201794	15q25.2	Stomach_15q25.2
ENSG00000197696	Skin_sun	NMB	15	85198360	85201794	15q25.2	Skin_sun_15q25.2
ENSG00000197696	Prostate	NMB	15	85198360	85201794	15q25.2	Prostate_15q25.2
ENSG00000197978	Brain_Cau	GOLGA6L9	15	82722223	82731338	15q25.2	Brain_Cau_15q25.2
ENSG00000197978	Brain_Amy	GOLGA6L9	15	82722223	82731338	15q25.2	Brain_Amy_15q25.2
ENSG00000197978	Esophagus_gast	GOLGA6L9	15	82722223	82731338	15q25.2	Esophagus_gast_15q25.2
ENSG00000197978	Pancreas	GOLGA6L9	15	82722223	82731338	15q25.2	Pancreas_15q25.2
ENSG00000197978	Artery_tib	GOLGA6L9	15	82722223	82731338	15q25.2	Artery_tib_15q25.2
ENSG00000197978	Skin_no_sun	GOLGA6L9	15	82722223	82731338	15q25.2	Skin_no_sun_15q25.2
ENSG00000197978	Ovary	GOLGA6L9	15	82722223	82731338	15q25.2	Ovary_15q25.2
ENSG00000197978	Prostate	GOLGA6L9	15	82722223	82731338	15q25.2	Prostate_15q25.2
ENSG00000197978	Brain_Cerebellum	GOLGA6L9	15	82722223	82731338	15q25.2	Brain_Cerebellum_15q25.2
ENSG00000197978	Lung	GOLGA6L9	15	82722223	82731338	15q25.2	Lung_15q25.2
ENSG00000197978	Skin_sun	GOLGA6L9	15	82722223	82731338	15q25.2	Skin_sun_15q25.2
ENSG00000197978	Uterus	GOLGA6L9	15	82722223	82731338	15q25.2	Uterus_15q25.2
ENSG00000197978	Brain_Hippo	GOLGA6L9	15	82722223	82731338	15q25.2	Brain_Hippo_15q25.2
ENSG00000197978	Artery_aor	GOLGA6L9	15	82722223	82731338	15q25.2	Artery_aor_15q25.2
ENSG00000197978	Adipose_sub	GOLGA6L9	15	82722223	82731338	15q25.2	Adipose_sub_15q25.2
ENSG00000242866	Breast	STRC	15	43891761	43910998	15q15.3	Breast_15q15.3
ENSG00000255571	Whole_blood	MIR9-3HG	15	89904810	89941718	15q26.1	Whole_blood_15q26.1
ENSG00000255571	Colon_transverse	MIR9-3HG	15	89904810	89941718	15q26.1	Colon_transverse_15q26.1
ENSG00000255571	Thyroid	MIR9-3HG	15	89904810	89941718	15q26.1	Thyroid_15q26.1
ENSG00000259511	Skin_no_sun	UBE2Q2L	15	84841242	84850986	15q25.2	Skin_no_sun_15q25.2
ENSG00000259511	Artery_aor	UBE2Q2L	15	84841242	84850986	15q25.2	Artery_aor_15q25.2
ENSG00000261478	Colon_sigmoid	AC013391.3	15	90052192	90053647	15q26.1	Colon_sigmoid_15q26.1
ENSG00000261478	Esophagus_mus	AC013391.3	15	90052192	90053647	15q26.1	Esophagus_mus_15q26.1
ENSG00000273855	Nerve	AC020658.5	15	40577669	40578110	15q15.1	Nerve_15q15.1
ENSG00000273855	Cells_ebv	AC020658.5	15	40577669	40578110	15q15.1	Cells_ebv_15q15.1
ENSG00000089486	Cells_fibroblast	CDIP1	16	4560670	4588829	16p13.3	Cells_fibroblast_16p13.3
ENSG00000089486	Colon_transverse	CDIP1	16	4560670	4588829	16p13.3	Colon_transverse_16p13.3
ENSG00000089486	Artery_tib	CDIP1	16	4560670	4588829	16p13.3	Artery_tib_16p13.3
ENSG00000089486	Thyroid	CDIP1	16	4560670	4588829	16p13.3	Thyroid_16p13.3
ENSG00000089486	Heart_Atr	CDIP1	16	4560670	4588829	16p13.3	Heart_Atr_16p13.3
ENSG00000090238	Lung	YPEL3	16	30103635	30108236	16p11.2	Lung_16p11.2
ENSG00000090238	Prostate	YPEL3	16	30103635	30108236	16p11.2	Prostate_16p11.2
ENSG00000090238	Whole_blood	YPEL3	16	30103635	30108236	16p11.2	Whole_blood_16p11.2
ENSG00000090238	Brain_Cau	YPEL3	16	30103635	30108236	16p11.2	Brain_Cau_16p11.2
ENSG00000090238	Brain_Nuc	YPEL3	16	30103635	30108236	16p11.2	Brain_Nuc_16p11.2
ENSG00000090238	Brain_Cer	YPEL3	16	30103635	30108236	16p11.2	Brain_Cer_16p11.2
ENSG00000090238	Muscle_skeletal	YPEL3	16	30103635	30108236	16p11.2	Muscle_skeletal_16p11.2
ENSG00000090238	Vagina	YPEL3	16	30103635	30108236	16p11.2	Vagina_16p11.2
ENSG00000102882	Stomach	MAPK3	16	30125426	30134827	16p11.2	Stomach_16p11.2
ENSG00000102882	Pancreas	MAPK3	16	30125426	30134827	16p11.2	Pancreas_16p11.2
ENSG00000102882	Esophagus_mus	MAPK3	16	30125426	30134827	16p11.2	Esophagus_mus_16p11.2
ENSG00000102882	Whole_blood	MAPK3	16	30125426	30134827	16p11.2	Whole_blood_16p11.2
ENSG00000102882	Thyroid	MAPK3	16	30125426	30134827	16p11.2	Thyroid_16p11.2
ENSG00000102882	Spleen	MAPK3	16	30125426	30134827	16p11.2	Spleen_16p11.2
ENSG00000102882	Brain_Fro	MAPK3	16	30125426	30134827	16p11.2	Brain_Fro_16p11.2
ENSG00000102904	Artery_tib	TSNAXIP1	16	67840668	67866051	16q22.1	Artery_tib_16q22.1
ENSG00000103056	Esophagus_mus	SMPD3	16	68392230	68482411	16q22.1	Esophagus_mus_16q22.1
ENSG00000141013	Colon_transverse	GAS8	16	90086037	90111383	16q24.3	Colon_transverse_16q24.3
ENSG00000141076	Adrenal	UTP4	16	69165194	69265033	16q22.1	Adrenal_16q22.1
ENSG00000149922	Testis	TBX6	16	30097114	30103208	16p11.2	Testis_16p11.2
ENSG00000149926	Esophagus_mus	TLCD3B	16	30035748	30064299	16p11.2	Esophagus_mus_16p11.2
ENSG00000149926	Muscle_skeletal	TLCD3B	16	30035748	30064299	16p11.2	Muscle_skeletal_16p11.2
ENSG00000149927	Pituitary	DOC2A	16	30016835	30034591	16p11.2	Pituitary_16p11.2
ENSG00000149927	Pancreas	DOC2A	16	30016835	30034591	16p11.2	Pancreas_16p11.2
ENSG00000149927	Colon_transverse	DOC2A	16	30016835	30034591	16p11.2	Colon_transverse_16p11.2
ENSG00000149932	Lung	TMEM219	16	29952206	29984371	16p11.2	Lung_16p11.2
ENSG00000149932	Cells_fibroblast	TMEM219	16	29952206	29984371	16p11.2	Cells_fibroblast_16p11.2
ENSG00000153406	Minor_salivary_gland	NMRAL1	16	4511681	4545764	16p13.3	Minor_salivary_gland_16p13.3
ENSG00000153406	Muscle_skeletal	NMRAL1	16	4511681	4545764	16p13.3	Muscle_skeletal_16p13.3
ENSG00000158792	Whole_blood	SPATA2L	16	89762765	89768113	16q24.3	Whole_blood_16q24.3
ENSG00000158792	Nerve	SPATA2L	16	89762765	89768113	16q24.3	Nerve_16q24.3
ENSG00000158792	Esophagus_gast	SPATA2L	16	89762765	89768113	16q24.3	Esophagus_gast_16q24.3
ENSG00000158792	Esophagus_mus	SPATA2L	16	89762765	89768113	16q24.3	Esophagus_mus_16q24.3
ENSG00000167264	Whole_blood	DUS2	16	68021649	68113223	16q22.1	Whole_blood_16q22.1
ENSG00000167526	Pancreas	RPL13	16	89627065	89633236	16q24.3	Pancreas_16q24.3
ENSG00000169592	Breast	INO80E	16	30007036	30017114	16p11.2	Breast_16p11.2
ENSG00000169592	Thyroid	INO80E	16	30007036	30017114	16p11.2	Thyroid_16p11.2
ENSG00000169592	Pituitary	INO80E	16	30007036	30017114	16p11.2	Pituitary_16p11.2
ENSG00000169592	Heart_Left	INO80E	16	30007036	30017114	16p11.2	Heart_Left_16p11.2
ENSG00000169592	Brain_Cerebellum	INO80E	16	30007036	30017114	16p11.2	Brain_Cerebellum_16p11.2
ENSG00000169592	Colon_transverse	INO80E	16	30007036	30017114	16p11.2	Colon_transverse_16p11.2
ENSG00000169592	Small_intestine	INO80E	16	30007036	30017114	16p11.2	Small_intestine_16p11.2
ENSG00000169592	Esophagus_muc	INO80E	16	30007036	30017114	16p11.2	Esophagus_muc_16p11.2
ENSG00000169592	Esophagus_mus	INO80E	16	30007036	30017114	16p11.2	Esophagus_mus_16p11.2
ENSG00000169592	Artery_tib	INO80E	16	30007036	30017114	16p11.2	Artery_tib_16p11.2
ENSG00000169592	Brain_Cortex	INO80E	16	30007036	30017114	16p11.2	Brain_Cortex_16p11.2
ENSG00000169592	Minor_salivary_gland	INO80E	16	30007036	30017114	16p11.2	Minor_salivary_gland_16p11.2
ENSG00000169592	Stomach	INO80E	16	30007036	30017114	16p11.2	Stomach_16p11.2
ENSG00000169592	Lung	INO80E	16	30007036	30017114	16p11.2	Lung_16p11.2
ENSG00000169592	Prostate	INO80E	16	30007036	30017114	16p11.2	Prostate_16p11.2
ENSG00000169592	Liver	INO80E	16	30007036	30017114	16p11.2	Liver_16p11.2
ENSG00000169592	Heart_Atr	INO80E	16	30007036	30017114	16p11.2	Heart_Atr_16p11.2
ENSG00000169592	Skin_no_sun	INO80E	16	30007036	30017114	16p11.2	Skin_no_sun_16p11.2
ENSG00000169592	Brain_Put	INO80E	16	30007036	30017114	16p11.2	Brain_Put_16p11.2
ENSG00000169592	Skin_sun	INO80E	16	30007036	30017114	16p11.2	Skin_sun_16p11.2
ENSG00000174939	Brain_Put	ASPHD1	16	29911696	29931185	16p11.2	Brain_Put_16p11.2
ENSG00000179965	Artery_tib	ZNF771	16	30418735	30442429	16p11.2	Artery_tib_16p11.2
ENSG00000213380	Brain_Cortex	COG8	16	69354043	69373570	16q22.1	Brain_Cortex_16q22.1
ENSG00000213398	Esophagus_mus	LCAT	16	67973653	67978034	16q22.1	Esophagus_mus_16q22.1
ENSG00000250616	Nerve	AC012645.1	16	30107751	30115437	16p11.2	Nerve_16p11.2
ENSG00000260259	Brain_Nuc	LINC02166	16	89749028	89752977	16q24.3	Brain_Nuc_16q24.3
ENSG00000262246	Brain_Fro	CORO7	16	4404543	4475706	16p13.3	Brain_Fro_16p13.3
ENSG00000006744	Brain_Cortex	ELAC2	17	12894929	12921382	17p12	Brain_Cortex_17p12
ENSG00000072134	Skin_sun	EPN2	17	19118928	19240028	17p11.2	Skin_sun_17p11.2
ENSG00000072134	Lung	EPN2	17	19118928	19240028	17p11.2	Lung_17p11.2
ENSG00000072134	Esophagus_mus	EPN2	17	19118928	19240028	17p11.2	Esophagus_mus_17p11.2
ENSG00000072134	Thyroid	EPN2	17	19118928	19240028	17p11.2	Thyroid_17p11.2
ENSG00000108379	Pituitary	WNT3	17	44839872	44910520	17q21.31	Pituitary_17q21.31
ENSG00000128487	Adipose_vis	SPECC1	17	19912657	20222339	17p11.2	Adipose_vis_17p11.2
ENSG00000159640	Brain_Fro	ACE	17	61554422	61575741	17q23.3	Brain_Fro_17q23.3
ENSG00000167193	Cells_fibroblast	CRK	17	1323983	1366456	17p13.3	Cells_fibroblast_17p13.3
ENSG00000176681	Adipose_sub	LRRC37A	17	44370099	44415160	17q21.31	Adipose_sub_17q21.31
ENSG00000176681	Vagina	LRRC37A	17	44370099	44415160	17q21.31	Vagina_17q21.31
ENSG00000176681	Uterus	LRRC37A	17	44370099	44415160	17q21.31	Uterus_17q21.31
ENSG00000176681	Brain_Sub	LRRC37A	17	44370099	44415160	17q21.31	Brain_Sub_17q21.31
ENSG00000176681	Heart_Left	LRRC37A	17	44370099	44415160	17q21.31	Heart_Left_17q21.31
ENSG00000176681	Brain_Spi	LRRC37A	17	44370099	44415160	17q21.31	Brain_Spi_17q21.31
ENSG00000176681	Artery_aor	LRRC37A	17	44370099	44415160	17q21.31	Artery_aor_17q21.31
ENSG00000176681	Muscle_skeletal	LRRC37A	17	44370099	44415160	17q21.31	Muscle_skeletal_17q21.31
ENSG00000185829	Uterus	ARL17A	17	44594068	44657048	17q21.31	Uterus_17q21.31
ENSG00000214401	Liver	KANSL1-AS1	17	44270942	44274089	17q21.31	Liver_17q21.31
ENSG00000214401	Vagina	KANSL1-AS1	17	44270942	44274089	17q21.31	Vagina_17q21.31
ENSG00000214401	Minor_salivary_gland	KANSL1-AS1	17	44270942	44274089	17q21.31	Minor_salivary_gland_17q21.31
ENSG00000214401	Artery_cor	KANSL1-AS1	17	44270942	44274089	17q21.31	Artery_cor_17q21.31
ENSG00000214401	Artery_aor	KANSL1-AS1	17	44270942	44274089	17q21.31	Artery_aor_17q21.31
ENSG00000214401	Prostate	KANSL1-AS1	17	44270942	44274089	17q21.31	Prostate_17q21.31
ENSG00000228157	Artery_cor	AC007952.2	17	18996287	19000150	17p11.2	Artery_cor_17p11.2
ENSG00000228157	Thyroid	AC007952.2	17	18996287	19000150	17p11.2	Thyroid_17p11.2
ENSG00000228157	Cells_ebv	AC007952.2	17	18996287	19000150	17p11.2	Cells_ebv_17p11.2
ENSG00000228157	Adipose_vis	AC007952.2	17	18996287	19000150	17p11.2	Adipose_vis_17p11.2
ENSG00000228157	Artery_aor	AC007952.2	17	18996287	19000150	17p11.2	Artery_aor_17p11.2
ENSG00000228157	Cells_fibroblast	AC007952.2	17	18996287	19000150	17p11.2	Cells_fibroblast_17p11.2
ENSG00000228157	Breast	AC007952.2	17	18996287	19000150	17p11.2	Breast_17p11.2
ENSG00000228157	Spleen	AC007952.2	17	18996287	19000150	17p11.2	Spleen_17p11.2
ENSG00000228157	Lung	AC007952.2	17	18996287	19000150	17p11.2	Lung_17p11.2
ENSG00000228157	Adrenal	AC007952.2	17	18996287	19000150	17p11.2	Adrenal_17p11.2
ENSG00000228157	Colon_transverse	AC007952.2	17	18996287	19000150	17p11.2	Colon_transverse_17p11.2
ENSG00000228157	Small_intestine	AC007952.2	17	18996287	19000150	17p11.2	Small_intestine_17p11.2
ENSG00000228157	Adipose_sub	AC007952.2	17	18996287	19000150	17p11.2	Adipose_sub_17p11.2
ENSG00000228157	Ovary	AC007952.2	17	18996287	19000150	17p11.2	Ovary_17p11.2
ENSG00000232300	Pituitary	FAM215B	17	44636196	44640161	17q21.31	Pituitary_17q21.31
ENSG00000238083	Brain_Sub	LRRC37A2	17	44588877	44633016	17q21.31	Brain_Sub_17q21.31
ENSG00000238083	Heart_Left	LRRC37A2	17	44588877	44633016	17q21.31	Heart_Left_17q21.31
ENSG00000238083	Pituitary	LRRC37A2	17	44588877	44633016	17q21.31	Pituitary_17q21.31
ENSG00000238083	Muscle_skeletal	LRRC37A2	17	44588877	44633016	17q21.31	Muscle_skeletal_17q21.31
ENSG00000262319	Esophagus_gast	AC007952.6	17	19044330	19047002	17p11.2	Esophagus_gast_17p11.2
ENSG00000262319	Uterus	AC007952.6	17	19044330	19047002	17p11.2	Uterus_17p11.2
ENSG00000262319	Lung	AC007952.6	17	19044330	19047002	17p11.2	Lung_17p11.2
ENSG00000262319	Adipose_vis	AC007952.6	17	19044330	19047002	17p11.2	Adipose_vis_17p11.2
ENSG00000262319	Artery_aor	AC007952.6	17	19044330	19047002	17p11.2	Artery_aor_17p11.2
ENSG00000262319	Skin_sun	AC007952.6	17	19044330	19047002	17p11.2	Skin_sun_17p11.2
ENSG00000279685	Brain_Sub	MAPT-IT1	17	43973149	43976164	17q21.31	Brain_Sub_17q21.31
ENSG00000279685	Pituitary	MAPT-IT1	17	43973149	43976164	17q21.31	Pituitary_17q21.31
ENSG00000122490	Cells_fibroblast	SLC66A2	18	77662420	77711657	18q23	Cells_fibroblast_18q23
ENSG00000122490	Adipose_vis	SLC66A2	18	77662420	77711657	18q23	Adipose_vis_18q23
ENSG00000122490	Esophagus_gast	SLC66A2	18	77662420	77711657	18q23	Esophagus_gast_18q23
ENSG00000122490	Stomach	SLC66A2	18	77662420	77711657	18q23	Stomach_18q23
ENSG00000122490	Brain_Spi	SLC66A2	18	77662420	77711657	18q23	Brain_Spi_18q23
ENSG00000178342	Whole_blood	KCNG2	18	77623668	77660184	18q23	Whole_blood_18q23
ENSG00000226742	Cells_fibroblast	HSBP1L1	18	77724582	77730822	18q23	Cells_fibroblast_18q23
ENSG00000267127	Breast	AC090360.1	18	77794346	77854968	18q23	Breast_18q23
ENSG00000064547	Heart_Atr	LPAR2	19	19734464	19739739	19p13.11	Heart_Atr_19p13.11
ENSG00000064547	Nerve	LPAR2	19	19734464	19739739	19p13.11	Nerve_19p13.11
ENSG00000064547	Adipose_sub	LPAR2	19	19734464	19739739	19p13.11	Adipose_sub_19p13.11
ENSG00000126456	Brain_Hypo	IRF3	19	50162826	50169132	19q13.33	Brain_Hypo_19q13.33
ENSG00000126456	Esophagus_gast	IRF3	19	50162826	50169132	19q13.33	Esophagus_gast_19q13.33
ENSG00000126456	Testis	IRF3	19	50162826	50169132	19q13.33	Testis_19q13.33
ENSG00000126456	Brain_Cerebellum	IRF3	19	50162826	50169132	19q13.33	Brain_Cerebellum_19q13.33
ENSG00000126456	Prostate	IRF3	19	50162826	50169132	19q13.33	Prostate_19q13.33
ENSG00000126456	Pituitary	IRF3	19	50162826	50169132	19q13.33	Pituitary_19q13.33
ENSG00000126460	Skin_sun	PRRG2	19	50083903	50094261	19q13.33	Skin_sun_19q13.33
ENSG00000126464	Lung	PRR12	19	50094439	50129696	19q13.33	Lung_19q13.33
ENSG00000126464	Adipose_vis	PRR12	19	50094439	50129696	19q13.33	Adipose_vis_19q13.33
ENSG00000126464	Brain_Fro	PRR12	19	50094439	50129696	19q13.33	Brain_Fro_19q13.33
ENSG00000126464	Brain_Cerebellum	PRR12	19	50094439	50129696	19q13.33	Brain_Cerebellum_19q13.33
ENSG00000126464	Nerve	PRR12	19	50094439	50129696	19q13.33	Nerve_19q13.33
ENSG00000126464	Heart_Atr	PRR12	19	50094439	50129696	19q13.33	Heart_Atr_19q13.33
ENSG00000126464	Esophagus_mus	PRR12	19	50094439	50129696	19q13.33	Esophagus_mus_19q13.33
ENSG00000126464	Adipose_sub	PRR12	19	50094439	50129696	19q13.33	Adipose_sub_19q13.33
ENSG00000126464	Artery_aor	PRR12	19	50094439	50129696	19q13.33	Artery_aor_19q13.33
ENSG00000126464	Heart_Left	PRR12	19	50094439	50129696	19q13.33	Heart_Left_19q13.33
ENSG00000129933	Colon_sigmoid	MAU2	19	19431638	19469563	19p13.11	Colon_sigmoid_19p13.11
ENSG00000160161	Brain_Nuc	CILP2	19	19649057	19657468	19p13.11	Brain_Nuc_19p13.11
ENSG00000160161	Brain_Cau	CILP2	19	19649057	19657468	19p13.11	Brain_Cau_19p13.11
ENSG00000167491	Brain_Fro	GATAD2A	19	19496635	19619740	19p13.11	Brain_Fro_19p13.11
ENSG00000167491	Cells_fibroblast	GATAD2A	19	19496635	19619740	19p13.11	Cells_fibroblast_19p13.11
ENSG00000178093	Skin_sun	TSSK6	19	19623227	19626357	19p13.11	Skin_sun_19p13.11
ENSG00000178093	Spleen	TSSK6	19	19623227	19626357	19p13.11	Spleen_19p13.11
ENSG00000178093	Pituitary	TSSK6	19	19623227	19626357	19p13.11	Pituitary_19p13.11
ENSG00000186010	Testis	NDUFA13	19	19626545	19639863	19p13.11	Testis_19p13.11
ENSG00000187664	Artery_tib	HAPLN4	19	19365565	19373613	19p13.11	Artery_tib_19p13.11
ENSG00000187664	Brain_Cerebellum	HAPLN4	19	19365565	19373613	19p13.11	Brain_Cerebellum_19p13.11
ENSG00000187664	Brain_Cau	HAPLN4	19	19365565	19373613	19p13.11	Brain_Cau_19p13.11
ENSG00000187664	Thyroid	HAPLN4	19	19365565	19373613	19p13.11	Thyroid_19p13.11
ENSG00000197933	Thyroid	ZNF823	19	11832080	11849824	19p13.2	Thyroid_19p13.2
ENSG00000213996	Artery_tib	TM6SF2	19	19375173	19384200	19p13.11	Artery_tib_19p13.11
