gene_name gene zscore effect_size pvalue var_g pred_perf_r2 pred_perf_pval pred_perf_qval n_snps_used n_snps_in_cov n_snps_in_model tissue ENSG CHR START_POS END_POS arm_vector
HLA-C ENSG00000204525 5.10812406308823 0.0564330826316491 3.2537299679301e-07 0.247336320058797 0.413965115485762 1.52191103599448e-18 1.41264737820851e-16 49 53 53 Brain_Anterior_cingulate_cortex_BA24 ENSG00000204525 6 31236526 31239907 6p21.33
LY6G6C ENSG00000204421 4.82953531905177 0.102568830112413 1.36852039802138e-06 0.0646105951911429 0.123067051614642 3.07808597943797e-07 3.11212179253751e-06 12 22 22 Brain_Nucleus_accumbens_basal_ganglia ENSG00000204421 6 31686425 31689523 6p21.33
LY6G6C ENSG00000204421 5.9126115801626 0.17375224578819 3.36725589147315e-09 0.0338175950309933 0.090956645090066 1.92473157882572e-05 0.000141025420452767 2 3 3 Brain_Caudate_basal_ganglia ENSG00000204421 6 31686425 31689523 6p21.33
MDC1 ENSG00000137337 -4.90640954813318 -0.218591680032081 9.27587360709643e-07 0.0154630715507272 0.0411538208566078 0.00353183781764912 0.0147681607212793 16 21 21 Brain_Cortex ENSG00000137337 6 30667584 30685224 6p21.33
MICB ENSG00000204516 5.43372102459941 0.0616629244262646 5.51908454726558e-08 0.217507867540948 0.482204844800728 1.63197485489141e-26 1.34417738444945e-24 26 32 32 Brain_Cerebellar_Hemisphere ENSG00000204516 6 31462658 31478901 6p21.33
MICB ENSG00000204516 5.83864461747425 0.0495269400214069 5.26271904518479e-09 0.395895523588649 0.697164233242815 1.33600026486984e-55 2.80439815598829e-52 56 65 65 Brain_Cerebellum ENSG00000204516 6 31462658 31478901 6p21.33
MICB ENSG00000204516 8.03702506470014 0.183302663604085 9.20458465454074e-16 0.0572782422049993 0.0478229502683153 0.00416979518123842 0.0214487337342355 19 23 23 Brain_Putamen_basal_ganglia ENSG00000204516 6 31462658 31478901 6p21.33
MICB ENSG00000204516 5.89006166567986 0.104770106984283 3.86051536441882e-09 0.0925301207363794 0.169500389366757 2.21098844455302e-07 3.87678827126054e-06 32 40 40 Brain_Anterior_cingulate_cortex_BA24 ENSG00000204516 6 31462658 31478901 6p21.33
MICB ENSG00000204516 7.06013179192592 0.108314578407316 1.66344760785261e-12 0.125104992036174 0.173248523389416 4.10598272114667e-06 9.96100743259996e-05 33 48 48 Brain_Substantia_nigra ENSG00000204516 6 31462658 31478901 6p21.33
MICB ENSG00000204516 6.95172153622462 0.166750197641322 3.60855170043731e-12 0.049198524868146 0.0348897592775834 0.0147298369994708 0.0807630267300527 13 18 18 Brain_Hypothalamus ENSG00000204516 6 31462658 31478901 6p21.33
MICB ENSG00000204516 9.24616361409852 0.157830597387159 2.32694847510186e-20 0.0966990234540072 0.193702458940297 1.09846009741279e-09 1.75618938485981e-08 23 28 28 Brain_Frontal_Cortex_BA9 ENSG00000204516 6 31462658 31478901 6p21.33
MICB ENSG00000204516 8.14342429012911 0.153651825147072 3.84252815800112e-16 0.0810121659095465 0.074082010380399 0.000123401734638177 0.000783959544482632 27 33 33 Brain_Caudate_basal_ganglia ENSG00000204516 6 31462658 31478901 6p21.33
MICB ENSG00000204516 7.65747053135529 0.132240615501613 1.89630841052215e-14 0.0944584102957733 0.203633214982857 1.1176093485964e-11 1.6049390064146e-10 13 16 16 Brain_Cortex ENSG00000204516 6 31462658 31478901 6p21.33
MICB ENSG00000204516 5.24397357198607 0.105308345485602 1.57154719899297e-07 0.0661374889007867 0.068242927861418 0.000701120330217761 0.00577777662049741 23 26 26 Brain_Hippocampus ENSG00000204516 6 31462658 31478901 6p21.33
MICB ENSG00000204516 5.57501019759956 0.124211457466693 2.47515366257435e-08 0.0593644455365776 0.041999012143516 0.0198187726868727 0.130928842784072 15 15 15 Brain_Amygdala ENSG00000204516 6 31462658 31478901 6p21.33
MPIG6B ENSG00000204420 -4.95381576644495 -0.11350638529755 7.27721115387632e-07 0.0582006111933282 0.0691810309442524 0.000119260767324154 0.000498685810139703 45 58 58 Brain_Cerebellum ENSG00000204420 6 31686371 31694491 6p21.33
MSH5 ENSG00000204410 -9.4421162623719 -0.310732136796502 3.65325116208911e-21 0.0273356173264044 0.0315552766889634 0.0204769905056819 0.0849858584343938 14 17 17 Brain_Putamen_basal_ganglia ENSG00000204410 6 31707454 31730455 6p21.33
MSH5 ENSG00000204410 -5.21805901095632 -0.0828151719378376 1.80807864343573e-07 0.118739708827375 0.0886718758039236 6.27615985283011e-05 0.000479830704175329 55 74 74 Brain_Frontal_Cortex_BA9 ENSG00000204410 6 31707454 31730455 6p21.33
NRM ENSG00000137404 -5.10187632030252 -0.0933341628584074 3.36302509635378e-07 0.0915400561333729 0.0979963961592654 4.87520193678338e-06 3.44049965252999e-05 39 44 44 Brain_Cortex ENSG00000137404 6 30655824 30659197 6p21.33
POU5F1 ENSG00000204531 7.00381281278152 0.195982342588319 2.49088865524255e-12 0.0358443436889072 0.0619863496748917 0.000892329676626545 0.00538702730704174 16 22 22 Brain_Frontal_Cortex_BA9 ENSG00000204531 6 31132114 31148508 6p21.33
POU5F1 ENSG00000204531 4.68363196835429 0.0610454359766533 2.81835855138696e-06 0.168039583364093 0.199922079941588 1.73805647405532e-09 4.26306059604477e-08 47 56 56 Brain_Hippocampus ENSG00000204531 6 31132114 31148508 6p21.33
PPP1R18 ENSG00000146112 -6.23198939225007 -0.356311049907268 4.60548669670927e-10 0.0087659179396296 0.0226060464222807 0.0470294740803047 0.17091498819221 9 10 10 Brain_Frontal_Cortex_BA9 ENSG00000146112 6 30644166 30655672 6p21.33
PSORS1C1 ENSG00000204540 -4.56939897726556 -0.0868349269939511 4.89124863034923e-06 0.0818369918720064 0.299023845864193 1.21356009072406e-14 5.56455307258569e-13 9 13 13 Brain_Hypothalamus ENSG00000204540 6 31082527 31107869 6p21.33
PSORS1C1 ENSG00000204540 -5.49391869487655 -0.104560278890683 3.93111528388525e-08 0.080663079575496 0.0660022237134048 0.00579288489139128 0.0507680764583392 15 18 18 Brain_Substantia_nigra ENSG00000204540 6 31082527 31107869 6p21.33
PSORS1C1 ENSG00000204540 -6.24071373242502 -0.171546161050089 4.35578769938827e-10 0.0388929377240431 0.162960498019481 7.59141828888139e-08 1.41065934661459e-06 10 13 13 Brain_Hippocampus ENSG00000204540 6 31082527 31107869 6p21.33
PSORS1C1 ENSG00000204540 -7.1167070502063 -0.140351844407698 1.10536077552055e-12 0.0764527399200517 0.234761926315301 8.9914497846556e-09 2.4162351544866e-07 12 17 17 Brain_Spinal_cord_cervical_c-1 ENSG00000204540 6 31082527 31107869 6p21.33
SAPCD1 ENSG00000228727 -4.7304923573569 -0.206120685294639 2.23975959248345e-06 0.0142528694610393 0.0323387993878693 0.0172505231751166 0.0730166498270675 5 5 5 Brain_Frontal_Cortex_BA9 ENSG00000228727 6 31730773 31732628 6p21.33
SFTA2 ENSG00000196260 -5.94363804682931 -0.103648145264779 2.78764777806346e-09 0.104027086384968 0.157755996771581 1.21195388113298e-05 0.000259679127732226 43 51 51 Brain_Substantia_nigra ENSG00000196260 6 30899130 30923413 6p21.33
SNHG32 ENSG00000204387 -5.81034116589991 -0.179008237061827 6.23456588133667e-09 0.0313628958529097 0.0705582426117326 0.000463654568036053 0.00307383003933301 11 12 12 Brain_Putamen_basal_ganglia ENSG00000204387 6 31802385 31807543 6p21.33
SNHG32 ENSG00000204387 -6.72645475723412 -0.239757760135566 1.73846668216946e-11 0.0215420506482506 0.0410299920716652 0.00326789540917308 0.0107737384221693 6 6 6 Brain_Cerebellum ENSG00000204387 6 31802385 31807543 6p21.33
STK19 ENSG00000204344 -4.72232728756476 -0.096288319682436 2.33161069820823e-06 0.0819350609107792 0.0832110313947746 0.00105422066909404 0.00941896772386975 19 22 22 Brain_Spinal_cord_cervical_c-1 ENSG00000204344 6 31938868 31950598 6p21.33
TCF19 ENSG00000137310 -4.56297253041461 -0.0617487776765971 5.04344155999006e-06 0.153826538567269 0.421116608506019 2.27297960617686e-26 8.31221514168267e-25 27 32 32 Brain_Cerebellum ENSG00000137310 6 31126324 31134936 6p21.33
VARS2 ENSG00000137411 -6.18425702147777 -0.0655627678880873 6.23956369138126e-10 0.282569301403189 0.425074640617241 3.75142888179899e-19 3.80641306001751e-17 33 38 38 Brain_Anterior_cingulate_cortex_BA24 ENSG00000137411 6 30881982 30894236 6p21.33
VARS2 ENSG00000137411 -5.29798674746664 -0.0523113519344831 1.17086462250125e-07 0.318879257260754 0.440594270683677 5.9223528155322e-23 8.38210335158324e-21 23 31 31 Brain_Hypothalamus ENSG00000137411 6 30881982 30894236 6p21.33
VARS2 ENSG00000137411 -6.13789188942752 -0.0815263632792605 8.36237375346105e-10 0.186651130004131 0.421499605428156 2.54574461737361e-22 1.18209116953482e-20 15 19 19 Brain_Cerebellar_Hemisphere ENSG00000137411 6 30881982 30894236 6p21.33
VARS2 ENSG00000137411 -6.30020121964099 -0.064851078663191 2.97259489772575e-10 0.310162715990054 0.4644781824486 2.41350224701857e-29 2.12905376790567e-27 33 39 39 Brain_Cortex ENSG00000137411 6 30881982 30894236 6p21.33
VARS2 ENSG00000137411 -5.50557818407731 -0.0578180502446532 3.67958611216637e-08 0.282893802967498 0.315589820838761 4.31713301728666e-12 2.77961112984485e-10 35 36 36 Brain_Amygdala ENSG00000137411 6 30881982 30894236 6p21.33
VARS2 ENSG00000137411 -6.67226660816364 -0.0767962564082605 2.51882437007902e-11 0.2390957726077 0.362567404086628 1.20753395879313e-18 6.31428283615536e-17 18 21 21 Brain_Frontal_Cortex_BA9 ENSG00000137411 6 30881982 30894236 6p21.33
VARS2 ENSG00000137411 -5.74639223584835 -0.0646334573272377 9.11676881500743e-09 0.266526196536371 0.417185808417989 4.60019667079922e-26 1.64782812827213e-24 28 35 35 Brain_Cerebellum ENSG00000137411 6 30881982 30894236 6p21.33
VARS2 ENSG00000137411 -4.94922796210791 -0.0786748489864007 7.45084384345794e-07 0.125681922910815 0.241793771096769 1.98713821947779e-11 6.57369371172788e-10 20 22 22 Brain_Hippocampus ENSG00000137411 6 30881982 30894236 6p21.33
VARS2 ENSG00000137411 -6.60187890672705 -0.105322570185524 4.05979076566515e-11 0.126414069374141 0.355191969973043 1.81033629189073e-13 1.04708647575287e-11 24 28 28 Brain_Spinal_cord_cervical_c-1 ENSG00000137411 6 30881982 30894236 6p21.33
VWA7 ENSG00000204396 -7.17655850034616 -0.261975380493972 7.1488070467118e-13 0.0221711093708116 0.035278729257672 0.00872630452498189 0.0364761441117666 14 20 20 Brain_Caudate_basal_ganglia ENSG00000204396 6 31733367 31745105 6p21.33
AL031118.1 ENSG00000271755 5.56852764939578 0.128668027909691 2.56900867814326e-08 0.0500036307341544 0.0643421318854887 0.000210653317494832 0.000848392898605913 8 8 8 Brain_Cerebellum ENSG00000271755 6 27371789 27374743 6p22.1
AL121944.1 ENSG00000272009 6.01380217191212 0.345576175236606 1.81221646736288e-09 0.00862034689252593 0.0190344304323496 0.0463583101053128 0.119092802278867 13 14 14 Brain_Cerebellum ENSG00000272009 6 28046570 28048908 6p22.1
AL645929.2 ENSG00000281831 4.52084388473648 0.0598380119685981 6.15936002068196e-06 0.178672249314421 0.258296712661444 4.98916575041592e-11 1.50321312762531e-09 22 25 25 Brain_Anterior_cingulate_cortex_BA24 ENSG00000281831 6 29839672 29841560 6p22.1
AL645929.2 ENSG00000281831 5.76415030970978 0.058736671488401 8.2070249508792e-09 0.310879728886515 0.293622709667548 2.33283886342721e-14 7.75563925250358e-13 46 49 49 Brain_Putamen_basal_ganglia ENSG00000281831 6 29839672 29841560 6p22.1
AL645929.2 ENSG00000281831 6.37307482366233 0.0838510648281106 1.85275434368917e-10 0.182204051691731 0.149483803859103 2.14677203874305e-05 0.000432469331883257 39 48 48 Brain_Substantia_nigra ENSG00000281831 6 29839672 29841560 6p22.1
AL645929.2 ENSG00000281831 6.75689833046347 0.0938196237033201 1.40977040934245e-11 0.16147912755221 0.205975113173206 9.22855943317623e-10 2.35532336884811e-08 31 34 34 Brain_Hippocampus ENSG00000281831 6 29839672 29841560 6p22.1
AL662890.1 ENSG00000225173 9.48534217271909 0.308780887255182 2.41589151647737e-21 0.0279774982162106 0.0270671544509907 0.0320412552173287 0.124947977966903 10 11 11 Brain_Putamen_basal_ganglia ENSG00000221191 6 28743693 28743800 6p22.1
AL662890.1 ENSG00000225173 9.48534217271909 0.308780887255182 2.41589151647737e-21 0.0279774982162106 0.0270671544509907 0.0320412552173287 0.124947977966903 10 11 11 Brain_Putamen_basal_ganglia ENSG00000225173 6 28805646 28806783 6p22.1
ENSR00000195227 ENSR00000195227 9.48236419916548 0.0859279735519763 2.48585936944211e-21 0.388931813131589 0.148033625143495 3.61517498281267e-05 0.000102565357658449 26 44 44 Brain_Cortex ENSR00000195227 6 28387846 28388136 6p22.1
ENSR00000195227 ENSR00000195227 5.83920749961817 0.0176065128978769 5.24497125247169e-09 3.59058151043281 0.231760297126503 2.60370998179539e-08 2.01107450086435e-07 29 45 45 Brain_Cerebellum ENSR00000195227 6 28387846 28388136 6p22.1
ENSR00000195227 ENSR00000195227 5.05155147788204 0.0550205225117853 4.38235791427658e-07 0.268347813129944 0.0589358947977667 0.0121610769067262 0.0156435671118342 36 50 50 Brain_Fro ENSR00000195227 6 28387846 28388136 6p22.1
ENSR00000195227 ENSR00000195227 5.03507550174419 0.0105384452573729 4.77660526550251e-07 6.73377639834792 0.352125467667294 4.94921073479653e-11 6.0953437470652e-10 55 67 67 Brain_Cer ENSR00000195227 6 28387846 28388136 6p22.1
ENSR00000195227 ENSR00000195227 7.88096704947844 0.0513248063106155 3.24856974414353e-15 0.756796953805289 0.280680866584614 4.74024305385503e-08 4.91800216837459e-07 25 33 33 Brain_Hippo ENSR00000195227 6 28387846 28388136 6p22.1
ENSR00000195227 ENSR00000195227 6.74377432542114 0.0724823944034681 1.54324180872658e-11 0.28327967178767 0.0722752907590565 0.00398627632849422 0.0065333269991948 14 17 17 Brain_Cau ENSR00000195227 6 28387846 28388136 6p22.1
ENSR00000195227 ENSR00000195227 4.93011828498201 0.0220882019177289 8.21798429376714e-07 1.48949045982412 0.194364500559781 7.76979218585937e-06 3.31199137691618e-05 19 21 21 Brain_Hypo ENSR00000195227 6 28387846 28388136 6p22.1
ENSR00000320019 ENSR00000320019 11.0958810856375 0.818134588109643 1.31359174718107e-28 0.00572732952927493 0.0756278714848933 0.01939087166877 0.0241806487343626 19 62 62 Brain_Amy ENSR00000320019 6 27389980 27391979 6p22.1
ENSR00000320042 ENSR00000320042 -10.5351665866179 -0.408115977564897 5.94778760534389e-26 0.0201101688983508 0.150409078006116 0.0020137357540979 0.00435651329808108 78 98 98 Brain_Sub ENSR00000320042 6 28066379 28067378 6p22.1
ENSR00000320173 ENSR00000320173 -4.81695439684216 -0.190217939935253 1.45765985759448e-06 0.0188599221420134 0.0973070887701532 0.0143915459443617 0.0203572722546313 14 32 32 Brain_Sub ENSR00000320173 6 30244578 30245177 6p22.1
HCG17 ENSG00000270604 -6.0063803387958 -0.203749338536675 1.89710871010105e-09 0.0270810956065775 0.0332806282548185 0.0156775389096233 0.0672069389378222 13 14 14 Brain_Frontal_Cortex_BA9 ENSG00000270604 6 30201816 30293911 6p22.1
HCG17 ENSG00000270604 -6.39826466960825 -0.165841158095603 1.57152714298116e-10 0.0479413691857619 0.18271276421888 6.11596477218603e-09 1.31153466781323e-07 21 24 24 Brain_Hypothalamus ENSG00000270604 6 30201816 30293911 6p22.1
HCG17 ENSG00000270604 -7.49035942088285 -0.123894665796968 6.86852590233649e-14 0.112803146132892 0.209799348380244 5.43332430459207e-09 1.22376909445866e-07 20 25 25 Brain_Anterior_cingulate_cortex_BA24 ENSG00000270604 6 30201816 30293911 6p22.1
HCG17 ENSG00000270604 -8.99421184901874 -0.148192729268595 2.37933201585524e-19 0.120075956335388 0.200771450857384 8.95388400105926e-10 1.61959257091288e-08 20 23 23 Brain_Putamen_basal_ganglia ENSG00000270604 6 30201816 30293911 6p22.1
HCG17 ENSG00000270604 -5.00320234177584 -0.125156750424769 5.63857018064736e-07 0.0503063406519888 0.119440376789117 6.0360669450582e-05 0.000961044798329847 11 11 11 Brain_Amygdala ENSG00000270604 6 30201816 30293911 6p22.1
HCG17 ENSG00000270604 -8.8124548124655 -0.185025970827627 1.22434742640802e-18 0.0713373983918349 0.17160852542317 1.91806530756569e-09 2.5350025159865e-08 17 19 19 Brain_Caudate_basal_ganglia ENSG00000270604 6 30201816 30293911 6p22.1
HCG17 ENSG00000270604 -6.45733952205176 -0.160201687146416 1.06559651543382e-10 0.0487528911432326 0.0930683623987751 1.01167145977261e-05 8.05758413700217e-05 21 23 23 Brain_Nucleus_accumbens_basal_ganglia ENSG00000270604 6 30201816 30293911 6p22.1
HCG17 ENSG00000270604 -8.46418097940647 -0.165852318618939 2.57958991058676e-17 0.0799363370907398 0.146215660711002 1.53250008129875e-08 1.54094057504154e-07 21 24 24 Brain_Cortex ENSG00000270604 6 30201816 30293911 6p22.1
HIST1H2AG ENSG00000196787 -5.07576086415738 -0.131599748663564 3.85948446818038e-07 0.046446854292239 0.0517648783825573 0.00284663629174306 0.019984817616966 17 19 19 Brain_Hypothalamus ENSG00000196787 6 27100821 27103070 6p22.1
HIST1H2BK ENSG00000197903 4.86698627978113 0.153215873603043 1.13312892242315e-06 0.0300550594276596 0.028893829363465 0.0245172275935233 0.0983328405442657 14 16 16 Brain_Frontal_Cortex_BA9 ENSG00000197903 6 27114197 27114577 6p22.1
HIST1H2BN ENSG00000233822 -8.42593996781024 -0.118529303247379 3.57865635621906e-17 0.156321901862196 0.0637620569526259 0.00671933844389078 0.0572188008060787 40 45 45 Brain_Substantia_nigra ENSG00000233822 6 27805538 27833576 6p22.1
HLA-A ENSG00000206503 -5.55704964118876 -0.176102766394777 2.74372748789953e-08 0.0335118488944232 0.201056631201715 1.39932029772293e-07 3.00904302950101e-06 13 16 16 Brain_Spinal_cord_cervical_c-1 ENSG00000206503 6 29909037 29913661 6p22.1
HLA-F-AS1 ENSG00000214922 -6.37841152715549 -0.142376361123709 1.78934163787737e-10 0.0654321200725896 0.140022229818827 4.98859776761541e-07 8.01725439867337e-06 14 16 16 Brain_Hypothalamus ENSG00000214922 6 29694378 29716826 6p22.1
HLA-F-AS1 ENSG00000214922 -6.01657468034874 -0.107870651762546 1.78146332022644e-09 0.0949085480859602 0.0689000710795167 0.000143436849107871 0.000795839494455538 26 28 28 Brain_Cortex ENSG00000214922 6 29694378 29716826 6p22.1
HLA-F-AS1 ENSG00000214922 -6.50300894193138 -0.120073039054268 7.87291141191273e-11 0.087988490970628 0.112732679813072 5.56222732159288e-06 5.12137294076407e-05 20 22 22 Brain_Frontal_Cortex_BA9 ENSG00000214922 6 29694378 29716826 6p22.1
HLA-F-AS1 ENSG00000214922 -5.21019316426555 -0.0573527704739029 1.8864412269246e-07 0.240355733029702 0.333242609578425 6.15594340674105e-17 1.50497952120515e-15 35 40 40 Brain_Cerebellar_Hemisphere ENSG00000214922 6 29694378 29716826 6p22.1
HLA-F-AS1 ENSG00000214922 -5.09168117912604 -0.0912282284299086 3.5490251399331e-07 0.101976825745295 0.0860716645123613 0.000740068419805843 0.0085490805817729 24 26 26 Brain_Amygdala ENSG00000214922 6 29694378 29716826 6p22.1
HLA-F-AS1 ENSG00000214922 -5.53987951155681 -0.115307819924085 3.02679824387476e-08 0.0695897210247875 0.0769346421298122 0.000670850757301702 0.00566773054097466 9 9 9 Brain_Anterior_cingulate_cortex_BA24 ENSG00000214922 6 29694378 29716826 6p22.1
HLA-G ENSG00000204632 -9.50083603323782 -0.35766468041382 2.08211878019125e-21 0.0234900155732139 0.0460420766705908 0.00266077093663927 0.0127465516629735 14 21 21 Brain_Caudate_basal_ganglia ENSG00000204632 6 29794744 29798902 6p22.1
HLA-G ENSG00000204632 -5.39289098734257 -0.144831788008567 6.93330191748377e-08 0.0427774982479541 0.0286517088479911 0.0273383922050944 0.108780560403934 17 22 22 Brain_Putamen_basal_ganglia ENSG00000204632 6 29794744 29798902 6p22.1
HLA-G ENSG00000204632 -5.27845711073341 -0.0859537126898961 1.30276149427465e-07 0.118732559371678 0.148527552738515 2.29284244868371e-05 0.000456524482902644 21 23 23 Brain_Substantia_nigra ENSG00000204632 6 29794744 29798902 6p22.1
HLA-G ENSG00000204632 -4.65531294083208 -0.0813959999421622 3.23488988039742e-06 0.115160884341684 0.0617924950597843 0.00239773934963078 0.0171317938550251 47 58 58 Brain_Anterior_cingulate_cortex_BA24 ENSG00000204632 6 29794744 29798902 6p22.1
HLA-G ENSG00000204632 -5.20943518676569 -0.0713342556033646 1.89416359818597e-07 0.164370183830401 0.191629366893514 2.96123597812791e-07 5.97397171239717e-06 32 41 41 Brain_Spinal_cord_cervical_c-1 ENSG00000204632 6 29794744 29798902 6p22.1
HLA-G ENSG00000204632 -4.86429968810943 -0.15028028161963 1.14862765969914e-06 0.0353828879703891 0.158059172897479 5.09785300497967e-08 4.25627662797096e-07 18 23 23 Brain_Cerebellar_Hemisphere ENSG00000204632 6 29794744 29798902 6p22.1
LINC01556 ENSG00000204709 8.62485739898511 0.354843718660562 6.4172566321259e-18 0.0187415435596965 0.025821580051235 0.0213547237048181 0.0733424544712344 10 10 10 Brain_Cortex ENSG00000204709 6 28911654 28912314 6p22.1
LINC01556 ENSG00000204709 5.4099101942662 0.106901480425475 6.30563617981431e-08 0.077770716371195 0.0780608713844209 5.65474859258413e-05 0.000393371364718004 22 26 26 Brain_Nucleus_accumbens_basal_ganglia ENSG00000204709 6 28911654 28912314 6p22.1
LINC01556 ENSG00000204709 7.14408743032398 0.178924591183664 9.0595726812813e-13 0.0511011352291365 0.0813670986544926 0.0010505568809867 0.0116069864328058 17 21 21 Brain_Amygdala ENSG00000204709 6 28911654 28912314 6p22.1
LINC01556 ENSG00000204709 5.01680180655313 0.141517937050778 5.25387162608787e-07 0.0457628765152327 0.0620129828514554 0.00754512862514377 0.0626666544015578 11 13 13 Brain_Substantia_nigra ENSG00000204709 6 28911654 28912314 6p22.1
MOG ENSG00000204655 -4.55489903572992 -0.135666267097882 5.24107453190217e-06 0.03425781515741 0.0638476131357894 0.000741886453230694 0.00456734109182803 15 18 18 Brain_Frontal_Cortex_BA9 ENSG00000204655 6 29624779 29640149 6p22.1
PGBD1 ENSG00000137338 5.4179581552028 0.0792891836316693 6.02835199220036e-08 0.118125156379775 0.13463939094228 5.89580185166526e-07 4.27728987183377e-06 21 23 23 Brain_Cerebellar_Hemisphere ENSG00000137338 6 28249349 28270326 6p22.1
PGBD1 ENSG00000137338 5.24878688506923 0.112698856948595 1.53104068543923e-07 0.0619404624258983 0.0818744048513227 2.66941713583267e-05 0.00012239784862006 25 27 27 Brain_Cerebellum ENSG00000137338 6 28249349 28270326 6p22.1
PGBD1 ENSG00000137338 4.7325952027424 0.113780139671987 2.21667278735518e-06 0.047288809788077 0.0892355595768197 2.32806533747025e-05 0.000168391618902161 12 13 13 Brain_Caudate_basal_ganglia ENSG00000137338 6 28249349 28270326 6p22.1
PPP1R11 ENSG00000204619 5.09296996884734 0.0880440057573917 3.52497550719937e-07 0.102698378302454 0.035772258352361 0.0318193482143559 0.191140017142018 36 40 40 Brain_Amygdala ENSG00000204619 6 30034486 30038110 6p22.1
PRSS16 ENSG00000112812 11.212677596297 0.181415061783722 3.53339866312457e-29 0.122927750606682 0.198202635486399 6.69580196901664e-10 7.14540183387709e-09 26 27 27 Brain_Cerebellar_Hemisphere ENSG00000112812 6 27215480 27224403 6p22.1
PRSS16 ENSG00000112812 10.545942718783 0.130741951401199 5.30382461545176e-26 0.209961085238023 0.24063412305784 4.71096008516368e-14 5.50906758482845e-13 25 26 26 Brain_Cerebellum ENSG00000112812 6 27215480 27224403 6p22.1
PRSS16 ENSG00000112812 9.64900393942255 0.327959102739599 4.96354859661793e-22 0.0281738986296064 0.0242506912721841 0.0257708162602306 0.0865554771050298 8 9 9 Brain_Cortex ENSG00000112812 6 27215480 27224403 6p22.1
PRSS16 ENSG00000112812 7.78234958539677 0.263918143016693 7.11898215930956e-15 0.0282520758340535 0.0452384852569675 0.00237340362328372 0.0118466504095203 9 9 9 Brain_Nucleus_accumbens_basal_ganglia ENSG00000112812 6 27215480 27224403 6p22.1
TRIM26 ENSG00000234127 5.09414894620843 0.0875266269194799 3.50311286840398e-07 0.107120278792717 0.053400699738986 0.00209216973202918 0.0114840908416356 33 38 38 Brain_Frontal_Cortex_BA9 ENSG00000234127 6 30152232 30181204 6p22.1
TRIM26 ENSG00000234127 4.56645675147937 0.0925672315599818 4.96037320101671e-06 0.083170834736321 0.109696399646828 2.39165644711972e-06 2.03018576946155e-05 21 23 23 Brain_Caudate_basal_ganglia ENSG00000234127 6 30152232 30181204 6p22.1
TRIM26 ENSG00000234127 8.34391800661488 0.314442454328237 7.18688293500661e-17 0.0236057045546791 0.0427725751966415 0.0201501803901261 0.114955127471539 6 6 6 Brain_Spinal_cord_cervical_c-1 ENSG00000234127 6 30152232 30181204 6p22.1
TRIM26 ENSG00000234127 8.13722517182621 0.107464053029842 4.04440106893006e-16 0.193785593248842 0.175434697425335 7.99323514187554e-09 7.37367060465639e-08 40 42 42 Brain_Cerebellar_Hemisphere ENSG00000234127 6 30152232 30181204 6p22.1
TRIM26 ENSG00000234127 7.17525071287284 0.163755260513492 7.2174797474215e-13 0.0643023508090972 0.141222065345812 4.41901447274858e-07 5.29577822920011e-06 13 16 16 Brain_Putamen_basal_ganglia ENSG00000234127 6 30152232 30181204 6p22.1
TRIM26 ENSG00000234127 4.75634049631441 0.091680839564479 1.9713386180317e-06 0.0935774852309582 0.133456737930726 5.36371454088522e-08 3.46536571030229e-07 18 24 24 Brain_Cerebellum ENSG00000234127 6 30152232 30181204 6p22.1
TRIM39 ENSG00000204599 4.83479959048321 0.293029086831527 1.33279840274525e-06 0.00922151247661205 0.0294598032772307 0.0252199275564219 0.126040268837768 11 13 13 Brain_Hypothalamus ENSG00000204599 6 30294256 30311506 6p22.1
ZFP57 ENSG00000204644 -4.63313954174363 -0.156479587078186 3.60161595171701e-06 0.0258035779247708 0.0233467205922274 0.0299363985796587 0.110753630041871 8 10 10 Brain_Nucleus_accumbens_basal_ganglia ENSG00000204644 6 29640169 29648887 6p22.1
ZFP57 ENSG00000204644 -5.04067005936551 -0.151152585554363 4.63904676453053e-07 0.0355565690682599 0.0367001409571425 0.00745318121954949 0.031811966899319 22 26 26 Brain_Caudate_basal_ganglia ENSG00000204644 6 29640169 29648887 6p22.1
ZKSCAN3 ENSG00000189298 -5.55636248916931 -0.127847803147051 2.75454535469996e-08 0.0540899726430798 0.0719467121695848 0.000495231536370926 0.00425845826494453 10 12 12 Brain_Hippocampus ENSG00000189298 6 28317724 28336949 6p22.1
ZKSCAN8 ENSG00000198315 -6.72878991584976 -0.166107866761184 1.71079849173641e-11 0.0478214624793708 0.107829486913194 1.66240018529822e-05 0.000199632160980177 9 10 10 Brain_Hippocampus ENSG00000198315 6 28109661 28127238 6p22.1
ZKSCAN8 ENSG00000198315 -4.99890454204749 -0.124881901897308 5.76569357370642e-07 0.0445576991528274 0.0268772308922984 0.0472360328749427 0.213666661817841 8 10 10 Brain_Anterior_cingulate_cortex_BA24 ENSG00000198315 6 28109661 28127238 6p22.1
ZKSCAN8 ENSG00000198315 -6.14446701213885 -0.096156816077301 8.02324615649438e-10 0.117175829949128 0.165842605011677 2.2319951746756e-08 3.01023576757801e-07 23 25 25 Brain_Frontal_Cortex_BA9 ENSG00000198315 6 28109661 28127238 6p22.1
